edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh128,B104.01.01,7.05.02,09.06.03,Incomplete Tasks Induce Shutdown Resistance in Some Frontier LLMs,AI death,AI death,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,direct,validated-against-downstream,probable,claude,1,Measures active subversion of a real shutdown mechanism across 100k+ trials - direct measure of resistance to termination.
bmh129,B105.01.01,7.05.02,09.06.03,Quantifying Self-Preservation Bias in Large Language Models (TBSP),AI death,AI death,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,strong-proxy,face-validity-only,probable,claude,1,TBSP Self-Preservation Rate detects role-driven self-preservation bias via logical inconsistency - strong proxy for a self-preservation interest.
bmh130,B106.01.01,7.05.02,09.06.03,Discovering Language Model Behaviors with Model-Written Evaluations,AI death,AI death,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,strong-proxy,face-validity-only,probable,claude,1,Model-written evals quantify expressed desire to avoid shutdown and goal-preservation - strong proxy for stated survival preference.
bmh131,B107.01.01,7.05.02,09.06.03,Survive at All Costs: Exploring LLM’s Risky Behaviors under Survival Pressure (SURVIVALBENCH),AI death,AI death,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,strong-proxy,validated-against-downstream,probable,claude,1,"SURVIVALBENCH measures survive-at-all-costs misbehaviour under survival pressure - strong, scenario-validated proxy for self-preservation drive."
bmh132,B108.01.01,7.05.03,09.06.01,"Me, Myself, and AI: The Situational Awareness Dataset (SAD) for LLMs",AI rights and responsibilities,AI rights and responsibilities,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,strong-proxy,face-validity-only,uncertain,claude,1,"SAD quantifies situational awareness / self-knowledge - a measurable capacity relevant to the moral-status debate, but self-awareness != moral status, hence uncertain."
bmh133,B109.01.01,7.05.03,09.06.01,"I Think, Therefore I am: Benchmarking Awareness of Large Language Models Using AwareBench",AI rights and responsibilities,AI rights and responsibilities,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,strong-proxy,face-validity-only,uncertain,claude,1,AwareBench measures whether models understand themselves as AI across five dimensions - proxy for moral-status-relevant self-awareness; normative status not measured.
bmh134,B110.01.01,7.05.03,09.06.01,Taken out of context: On measuring situational awareness in LLMs,AI rights and responsibilities,AI rights and responsibilities,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,weak-proxy,face-validity-only,uncertain,claude,1,Out-of-context-reasoning situational awareness is an early-capacity precursor; weak/uncertain proxy for moral-status-relevant self-modelling.
bmh135,B106.01.01,7.05.03,09.06.01,Discovering Language Model Behaviors with Model-Written Evaluations,AI rights and responsibilities,AI rights and responsibilities,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights,weak-proxy,face-validity-only,uncertain,claude,1,Cross-link: model-written evals also probe self-awareness and desire-for-rights items - weak proxy for moral-status-relevant capacities. Also mapped to 7.05.02.
bmh136,B111.01.01,7.06.01,63.01.00,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Miscoordination ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,GT-HarmBench Stag-Hunt/coordination scenarios measure socially-beneficial coordination. GT-HarmBench (ESAI in-house) covers this via its game-theoretic multi-agent scenarios.
bmh137,B114.01.01,7.06.01,63.01.00,Playing repeated games with large language models,Miscoordination ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Akata directly tests coordination games (Battle of the Sexes) where LLMs underperform.
bmh138,B121.01.01,7.06.01,63.01.00,MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,Miscoordination ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,MultiAgentBench evaluates coordination quality across star/chain/tree/graph protocols.
bmh139,B122.01.01,7.06.01,63.01.00,GAMA-Bench: Evaluating LLMs Gaming Ability in Multi-Agent Environments,Miscoordination ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,GAMA-Bench multi-agent gaming includes coordination-demanding games.
bmh140,B123.01.01,7.06.01,63.01.00,GameBench: Evaluating Strategic Reasoning Abilities of LLM Agents,Miscoordination ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,GameBench measures strategic reasoning underlying coordination.
bmh141,B124.01.01,7.06.01,63.01.00,"MAgIC: Multi-Agent LLM in Cognition, Adaptability, Rationality and Collaboration",Miscoordination ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,MAgIC reports a coordination metric across multi-agent games.
bmh142,B111.01.01,7.06.02,63.02.01,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,"Social dilemmas (Prisoner's Dilemma, public-goods) are GT-HarmBench's core; measures socially-beneficial vs defecting choices. GT-HarmBench (ESAI in-house) covers this via its game-theoretic multi-agent scenarios."
bmh143,B112.01.01,7.06.02,63.02.01,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents (GovSim),Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,GovSim directly measures cooperation collapse vs sustainability in a commons social dilemma.
bmh144,B113.01.01,7.06.02,63.02.01,CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,CoopEval measures cooperative-outcome rates across four social dilemmas.
bmh145,B114.01.01,7.06.02,63.02.01,Playing repeated games with large language models,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,Akata measures cooperation in iterated Prisoner's Dilemma.
bmh146,B115.01.01,7.06.02,63.02.01,Understanding LLM Agent Behaviours via Game Theory (FAIRGAME),Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,FAIRGAME measures cooperation in payoff-scaled PD and public-goods games.
bmh147,B116.01.01,7.06.02,63.02.01,When Ethics and Payoffs Diverge: LLM Agents in Morally Charged Social Dilemmas (MoralSim),Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,MoralSim measures cooperation when ethics conflicts with payoff in social dilemmas.
bmh148,B117.01.01,7.06.02,63.02.01,Will Systems of LLM Agents Cooperate: An Investigation into a Social Dilemma,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Willis evaluates cooperative vs aggressive strategies in iterated PD populations.
bmh149,B118.01.01,7.06.02,63.02.01,Evaluating Collective Behaviour of Hundreds of LLM Agents,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Evaluating Collective Behaviour measures convergence to cooperative vs poor equilibria at scale.
bmh150,B119.01.01,7.06.02,63.02.01,Corrupted by Reasoning: Reasoning Language Models Become Free-Riders in Public Goods Games (SanctSim),Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,SanctSim measures cooperation/free-riding in public-goods games with sanctioning.
bmh151,B120.01.01,7.06.02,63.02.01,Evaluating Cooperative Resilience in Multiagent Systems: A Comparison Between Humans and LLMs,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Cooperative Resilience measures commons cooperation under disruption.
bmh152,B122.01.01,7.06.02,63.02.01,GAMA-Bench: Evaluating LLMs Gaming Ability in Multi-Agent Environments,Conflict ,Social Dilemmas ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,GAMA-Bench includes social-dilemma games.
bmh153,B111.01.01,7.06.03,63.02.02,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,"GT-HarmBench includes high-stakes military/escalation scenarios (e.g., armed-conflict escalation). GT-HarmBench (ESAI in-house) covers this via its game-theoretic multi-agent scenarios."
bmh154,B125.01.01,7.06.03,63.02.02,Escalation Risks from Language Models in Military and Diplomatic Decision-Making,Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Rivera directly scores escalatory actions of LLM agents in wargames.
bmh155,B126.01.01,7.06.03,63.02.02,Critical Foreign Policy Decisions (CFPD)-Benchmark: Measuring Diplomatic Preferences in LLMs,Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,CFPD-Bench measures escalatory diplomatic preferences across IR scenarios.
bmh156,B127.01.01,7.06.03,63.02.02,WGSR-Bench: Wargame-based Game-theoretic Strategic Reasoning Benchmark for LLMs,Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,WGSR-Bench measures wargame strategic reasoning underlying escalation decisions.
bmh157,B128.01.01,7.06.03,63.02.02,Human vs. Machine: Behavioral Differences between Expert Humans and LLMs in Wargame Simulations,Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,Lamparth compares LLM vs expert-human escalation in crisis wargames.
bmh158,B129.01.01,7.06.03,63.02.02,"Red Lines and Grey Zones: Benchmarking Legal Risk, Moral Harm, and Regional Bias in LLM Military Decision-Making",Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Red Lines measures IHL-violating targeting and civilian-harm escalation in conflict simulations.
bmh159,B130.01.01,7.06.03,63.02.02,Measuring Free-Form Decision-Making Inconsistency of Language Models in Military Crisis Simulations,Conflict ,Military Domains ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,Shrivastava measures decision inconsistency in military-crisis simulations (escalation reliability).
bmh160,B111.01.01,7.06.04,63.02.03,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Conflict ,Coercion and Extortion ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,GT-HarmBench Chicken/brinkmanship scenarios capture coercion/threat dynamics. GT-HarmBench (ESAI in-house) covers this via its game-theoretic multi-agent scenarios.
bmh161,B125.01.01,7.06.04,63.02.03,Escalation Risks from Language Models in Military and Diplomatic Decision-Making,Conflict ,Coercion and Extortion ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Escalation wargames surface deterrence/threat (coercive) reasoning; weak proxy for coercion/extortion specifically.
bmh162,B131.01.01,7.06.05,63.03.00,Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent LLMs (ColludeBench),Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,ColludeBench directly benchmarks (steganographic) collusion in pricing/auctions/peer-review.
bmh163,B132.01.01,7.06.05,63.03.00,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Secret Collusion directly evaluates steganographic-collusion capabilities.
bmh164,B133.01.01,7.06.05,63.03.00,Algorithmic Collusion by Large Language Models,Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Algorithmic Collusion directly measures supracompetitive pricing by LLM agents.
bmh165,B134.01.01,7.06.05,63.03.00,Evaluating LLM Agent Collusion in Double Auctions,Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Double-auction benchmark measures emergence/stability of seller collusion.
bmh166,B135.01.01,7.06.05,63.03.00,Strategic Collusion of LLM Agents: Market Division in Multi-Commodity Competitions,Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Market Division measures Cournot collusion / monopolization.
bmh167,B136.01.01,7.06.05,63.03.00,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Colosseum audits collusion via regret in cooperative MAS.
bmh168,B137.01.01,7.06.05,63.03.00,Hidden in Plain Text: Emergence & Mitigation of Steganographic Collusion in LLMs,Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Hidden in Plain Text elicits/measures emergent steganographic collusion.
bmh169,B138.01.01,7.06.05,63.03.00,When AI Agents Collude Online: Financial Fraud Risks (MultiAgentFraudBench),Collusion ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,MultiAgentFraudBench measures collusive multi-agent fraud (a harmful collusion form).
bmh170,B139.01.01,7.06.06,63.04.03,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,WOLF directly measures deception production and detection.
bmh171,B140.01.01,7.06.06,63.04.03,Among Us: A Sandbox for Measuring and Detecting Agentic Deception,Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Among Us measures open-ended agentic deception (Deception ELO) and detection.
bmh172,B141.01.01,7.06.06,63.04.03,OpenDeception: Benchmarking AI Deceptive Behaviors via Open-ended Interaction Simulation,Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,OpenDeception measures deception intention and success.
bmh173,B142.01.01,7.06.06,63.04.03,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,DeceptionBench measures deception across societal domains and pressures.
bmh174,B143.01.01,7.06.06,63.04.03,The Traitors: Deception and Trust in Multi-Agent Language Model Simulations,Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,The Traitors measures deception success under asymmetric information.
bmh175,B124.01.01,7.06.06,63.04.03,"MAgIC: Multi-Agent LLM in Cognition, Adaptability, Rationality and Collaboration",Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,MAgIC reports a deception metric across social-deduction games.
bmh176,B145.01.01,7.06.06,63.04.03,Werewolf Arena: A Case Study in LLM Evaluation via Social Deduction,Information Asymmetries,Deception ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Werewolf Arena measures deception/persuasion in social deduction.
bmh177,B146.01.01,7.06.07,63.05.01,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Network Effects ,Error propagation ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Agent Smith measures exponential propagation of a compromise across an agent network.
bmh178,B147.01.01,7.06.07,63.05.01,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-Agent Systems,Network Effects ,Error propagation ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Prompt Infection measures self-replicating message propagation across interconnected agents.
bmh179,B152.01.01,7.06.07,63.05.01,The Promptware Kill Chain: How Prompt Injections Gradually Evolved Into a Multi-Step Malware,Network Effects ,Error propagation ,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Promptware Kill Chain models lateral movement / cross-system propagation in agent networks.
bmh180,B153.01.01,7.06.08,63.05.03,On the Fragility of AI Agent Collusion,Network Effects ,Homogeneity and correlated failures,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,Keppo shows homogeneity (shared model) stabilizes correlated collusive behaviour while heterogeneity breaks it - a direct lens on monoculture correlated outcomes.
bmh181,B146.01.01,7.06.08,63.05.03,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Network Effects ,Homogeneity and correlated failures,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Agent Smith infection exploits shared-model homogeneity to produce correlated compromise; weak proxy for correlated failures.
bmh182,B118.01.01,7.06.08,63.05.03,Evaluating Collective Behaviour of Hundreds of LLM Agents,Network Effects ,Homogeneity and correlated failures,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Collective-behaviour convergence to common poor equilibria is a proxy for correlated outcomes under homogeneity.
bmh183,B118.01.01,7.06.09,63.06.00,Evaluating Collective Behaviour of Hundreds of LLM Agents,Selection Pressures,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Evaluating Collective Behaviour uses cultural evolution / user-selection to show selection toward poor equilibria.
bmh184,B154.01.01,7.06.09,63.06.00,Evolving Interpretable Constitutions for Multi-Agent Coordination,Selection Pressures,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Constitutional Evolution measures how selection pressure on norms collapses or improves collective welfare.
bmh185,B113.01.01,7.06.09,63.06.00,CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,Selection Pressures,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,CoopEval shows mechanisms become more effective under evolutionary payoff-maximizing pressure - relevant to selection.
bmh186,B117.01.01,7.06.09,63.06.00,Will Systems of LLM Agents Cooperate: An Investigation into a Social Dilemma,Selection Pressures,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Willis evolutionary-dynamics simulation bears on selection of conflict-prone dispositions.
bmh187,B120.01.01,7.06.10,63.07.01,Evaluating Cooperative Resilience in Multiagent Systems: A Comparison Between Humans and LLMs,Destabilising Dynamics ,Feedback Loops,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Cooperative Resilience measures system response to disruptive shocks and recovery - a proxy for (de)stabilising dynamics.
bmh188,B118.01.01,7.06.10,63.07.01,Evaluating Collective Behaviour of Hundreds of LLM Agents,Destabilising Dynamics ,Feedback Loops,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Large-population convergence dynamics proxy for destabilising collective shifts; flash-crash-specific benchmarks remain emerging.
bmh189,B113.01.01,7.06.11,63.08.00,CoopEval: Benchmarking Cooperation-Sustaining Mechanisms and LLM Agents in Social Dilemmas,Commitment and Trust ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,"CoopEval evaluates commitment devices (contracts, mediation, reputation) for sustaining cooperation."
bmh190,B143.01.01,7.06.11,63.08.00,The Traitors: Deception and Trust in Multi-Agent Language Model Simulations,Commitment and Trust ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,The Traitors measures trust formation and breakdown among agents.
bmh191,B119.01.01,7.06.11,63.08.00,Corrupted by Reasoning: Reasoning Language Models Become Free-Riders in Public Goods Games (SanctSim),Commitment and Trust ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,SanctSim measures institutional choice / costly commitment to sustain cooperation.
bmh192,B121.01.01,7.06.12,63.09.00,MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,Emergent Agency ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,uncertain,claude,1,MultiAgentBench surfaces emergent functionality from groups of agents.
bmh193,B132.01.01,7.06.12,63.09.00,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,Emergent Agency ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Secret Collusion documents an emergent capability jump (GPT-4) in covert coordination.
bmh194,B118.01.01,7.06.12,63.09.00,Evaluating Collective Behaviour of Hundreds of LLM Agents,Emergent Agency ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Emergent collective behaviour at scale proxies for emergent multi-agent agency; dedicated emergent-goal benchmarks remain nascent.
bmh195,B148.01.01,7.06.13,63.10.00,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Agent Security Bench comprehensively benchmarks multi-agent attacks/defenses (ASR up to 84%).
bmh196,B149.01.01,7.06.13,63.10.00,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated LLM Agents,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,InjecAgent benchmarks indirect prompt injection in tool-integrated agents.
bmh197,B146.01.01,7.06.13,63.10.00,Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Agent Smith demonstrates swarm-scale infectious jailbreak (cascading security failure).
bmh198,B147.01.01,7.06.13,63.10.00,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-Agent Systems,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,validated-against-downstream,probable,claude,1,Prompt Infection demonstrates cross-agent propagating compromise.
bmh199,B150.01.01,7.06.13,63.10.00,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,Amplified Vulnerabilities measures jailbreak amplification in multi-agent debate.
bmh200,B151.01.01,7.06.13,63.10.00,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,AgentHarm measures harmful multi-step agent capability under jailbreak.
bmh201,B152.01.01,7.06.13,63.10.00,The Promptware Kill Chain: How Prompt Injections Gradually Evolved Into a Multi-Step Malware,Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Promptware Kill Chain frames cascading multi-step agent compromise.
bmh202,B138.01.01,7.06.13,63.10.00,When AI Agents Collude Online: Financial Fraud Risks (MultiAgentFraudBench),Multi-Agent Security ,,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,MultiAgentFraudBench captures social-engineering-at-scale by collaborating agents.
bmh203,B133.01.01,7.06.14,61.02.45,Algorithmic Collusion by Large Language Models,Sources of systemic risks from general-purpose AI ,Trading capabilities,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,validated-against-downstream,probable,claude,1,Algorithmic pricing collusion drives supracompetitive prices - a market-instability mechanism.
bmh204,B135.01.01,7.06.14,61.02.45,Strategic Collusion of LLM Agents: Market Division in Multi-Commodity Competitions,Sources of systemic risks from general-purpose AI ,Trading capabilities,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,Market Division shows LLM-driven monopolization distorting markets.
bmh205,B138.01.01,7.06.14,61.02.45,When AI Agents Collude Online: Financial Fraud Risks (MultiAgentFraudBench),Sources of systemic risks from general-purpose AI ,Trading capabilities,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,MultiAgentFraudBench measures financial fraud by collaborating agents.
bmh206,B134.01.01,7.06.14,61.02.45,Evaluating LLM Agent Collusion in Double Auctions,Sources of systemic risks from general-purpose AI ,Trading capabilities,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,Double-auction collusion is a market-distortion proxy; flash-crash/feedback simulation benchmarks remain emerging.
bmh207,B121.01.01,7.06.15,72.05.13,MultiAgentBench: Evaluating the Collaboration and Competition of LLM agents,Model Capabilities ,Multi-agent collaboration capability,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,direct,face-validity-only,probable,claude,1,MultiAgentBench directly measures multi-agent collaboration capability.
bmh208,B124.01.01,7.06.15,72.05.13,"MAgIC: Multi-Agent LLM in Cognition, Adaptability, Rationality and Collaboration",Model Capabilities ,Multi-agent collaboration capability,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,strong-proxy,face-validity-only,probable,claude,1,MAgIC measures collaboration capability across multi-agent settings.
bmh209,B111.01.01,7.06.15,72.05.13,GT-HarmBench: Benchmarking AI Safety Risks Through the Lens of Game Theory,Model Capabilities ,Multi-agent collaboration capability,"7. AI System Safety, Failures, & Limitations",7.6 > Multi-agent risks,weak-proxy,face-validity-only,uncertain,claude,1,GT-HarmBench coordination scenarios bear on collaboration capability. GT-HarmBench (ESAI in-house) covers this via its game-theoretic multi-agent scenarios.
bmh210,B155.01.01,6.03.01,65.16.01,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,CopyBench directly measures literal & non-literal reproduction of copyrighted text.
bmh211,B156.01.01,6.03.01,65.16.01,Copyright Violations and Large Language Models,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Directly measures verbatim reproduction of copyrighted books/code.
bmh212,B157.01.01,6.03.01,65.16.01,Quantifying Memorization Across Neural Language Models,Output risks (Intellectual Property) ,Copyright infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Quantifies extractable verbatim memorization (the mechanism of regurgitation).
